"GEOID","Population","Housing_Units"
"060374034013",2320,772
"060374034021",2165,662
"060374034022",1384,433
"060374034041",1040,339
"060374034042",1349,426
"060374034071",901,291
"060374034072",1625,540
"060374034081",784,257
"060374034082",989,304
"060374034083",1995,682
"060374034084",966,292
"060374034085",1288,425
"060374034092",2658,869
"060374036011",1057,356
"060374036012",1738,611
"060374036013",2050,671
"060374055005",1499,432
"060374056002",1144,314
"060374056003",914,263
"060374056004",918,271
"060374062012",2072,770
"060374063001",2158,694
"060374063002",2010,776
"060374063003",1628,520
"060374064131",1140,291
"060374064132",1355,408
"060374064133",1066,355
"060374064134",1464,479
"060374064135",1433,432
"060374064136",671,211
"060374065001",976,274
"060374065002",2472,779
"060374065003",1947,631
"060374065004",2002,651
"060374066011",1713,532
"060374066012",1943,542
"060374066013",1741,495
"060374077011",2064,600
"060374078011",1392,317
"060374078012",1833,425
"060374078013",1564,363
"060374079021",1922,565
"060374080031",2508,584
"060374080032",2260,747
"060374080041",2544,968
"060374080051",1867,618
"060374080052",1753,556
"060374080053",1649,617
"060374080061",3750,1101
"060374081331",1388,403
"060374081332",2797,856
"060374081333",1413,419
"060374081341",2640,857
"060374081351",2708,857
"060374081352",1191,415
"060374081361",1948,547
"060374081362",1884,557
"060374081371",1331,447
"060374081372",1990,772
"060374081373",1172,351
"060374081381",1871,525
"060374081382",2410,467
"060374081383",1850,415
"060374081391",2064,395
"060374081392",2226,461
"060374081401",2521,557
"060374081402",1254,285
"060374081411",1260,289
"060374081412",2157,469
"060374081413",1763,489
"060374082121",2341,717
"060374082122",2178,660
"060374082131",1867,623
"060374082132",2725,912
"060374082133",1283,330
"060374086261",1332,461
"060374086262",1400,606
"060374086263",1624,555
"060374087071",2034,756
"060374087073",3010,1011
"060374087241",1926,643
"060374087242",2385,679
"060372011203",795,312
"060374322011",1459,425
"060374322012",2776,853
"060374640001",1063,483
"060374641011",995,360
"060374641012",885,317
"060374641021",1173,446
"060374641022",1051,355
"060374641023",765,271
"060374641024",1000,386
"060374642003",1102,368
"060374642004",1042,365
"060374642006",1365,483
"060374800021",900,293
"060374800022",1273,449
"060374800023",1243,447
"060374801021",1216,429
"060374801022",813,258
"060374801023",1129,397
"060374802011",1416,520
"060374802012",986,346
"060374802013",1521,526
"060374802021",699,281
"060374802022",1004,362
"060374802023",815,301
"060374803021",1236,440
"060374803022",1412,601
"060374803023",1732,770
"060374803031",1181,474
"060374803032",2625,1033
"060374803041",1990,895
"060374803042",999,389
"060374803043",1274,644
"060374804001",997,424
"060374804002",2483,1166
"060374804003",2218,840
"060374805001",1454,554
"060374805002",1873,816
"060374805003",995,370
"060374805004",1221,529
"060374806011",1243,529
"060374806012",904,427
"060374806013",2094,941
"060374806022",792,337
"060374806024",814,327
"060374807041",1529,624
"060374807042",2083,959
"060374807043",1231,445
"060374808021",799,271
"060374808022",2280,783
"060374808031",872,338
"060374808032",902,303
"060374808033",917,327
"060374808034",727,335
"060374808041",2689,1080
"060374808042",2177,866
"060374809011",1578,570
"060374809012",1511,500
"060374809013",1522,663
"060374809021",3003,1084
"060374809022",1021,376
"060374810011",1162,457
"060374810012",1761,671
"060374810013",1348,481
"060374810021",1908,650
"060374810022",2703,1093
"060374810023",1267,646
"060374811011",2286,844
"060374811012",1814,679
"060374811021",1516,619
"060374811022",866,280
"060374811023",1701,671
"060374811031",1630,528
"060374811032",1468,467
"060374811033",1344,477
"060374811034",898,283
"060374812032",1875,579
"060374812033",1230,407
"060374814011",3040,1088
"060374814012",1726,558
"060374814013",959,292
"060374814031",1211,369
"060374814032",1722,579
"060374814041",813,262
"060374814042",2103,712
"060374814043",1018,303
"060374815001",1844,655
"060374815002",1031,474
"060374816031",2623,1006
"060374816032",1114,356
"060374816041",1087,403
"060374816042",2776,987
"060374816061",1876,670
"060374609002",1976,540
"060374613001",1495,644
"060374614001",1315,701
"060374614002",773,319
"060374614003",851,374
"060374615012",1125,452
"060374615023",1038,261
"060374615024",1554,474
"060374616001",1380,442
"060374616003",1601,522
"060374616004",987,296
"060374619011",2271,866
"060374619012",628,224
"060374619013",1710,626
"060374619021",534,231
"060374619022",1608,1113
"060374620011",1797,611
"060374620012",1704,593
"060374620021",1203,360
"060374620022",1597,586
"060374620023",1001,328
"060374621001",1035,464
"060374621002",2396,822
"060374621003",1446,560
"060374622011",1288,657
"060374622012",990,681
"060374622013",1433,593
"060374622021",1819,1209
"060374622022",1529,947
"060374623011",1782,726
"060374623012",1076,460
"060374623013",1549,670
"060374623021",1271,632
"060374623022",973,508
"060374623023",1070,525
"060374624001",1313,537
"060374624002",879,369
"060374624003",827,320
"060374624004",1021,438
"060374625001",1359,586
"060374625002",1212,481
"060374625003",2340,936
"060374625004",1246,511
"060374626001",1172,467
"060374626002",1121,452
"060374627001",913,347
"060374627002",1141,526
"060374627003",1266,463
"060374627004",1022,446
"060374627005",1385,722
"060374628001",1464,595
"060374628002",1475,638
"060374629001",1783,648
"060374629002",963,366
"060374629003",1029,438
"060374631032",1346,451
"060374632001",1173,530
"060374632002",1539,616
"060374632003",766,394
"060374633001",1325,661
"060374633002",776,316
"060374634001",1292,599
"060374634002",1491,678
"060374634003",920,365
"060374634004",2215,1237
"060374635001",1899,1023
"060374635002",1362,711
"060374635003",2262,1260
"060374636011",1372,756
"060374636012",1623,970
"060374636013",1409,818
"060374636014",1827,1101
"060374636021",1266,805
"060374636022",1953,1325
"060374636023",1579,1008
"060374636024",930,538
"060374637002",2872,1728
"060374639001",1183,530
"060374639002",942,505
"060374640002",921,396
"060374640003",1306,684
"060374640004",1149,500
"060374640005",1393,788
"060374641013",890,334
"060374642001",755,268
"060374642002",715,254
"060374642005",768,272
"060374303021",949,406
"060374303025",1054,423
"060374304001",1619,572
"060374304002",704,254
"060374304003",823,300
"060374304004",1247,426
"060374305012",1110,460
"060374305013",762,404
"060374305021",693,263
"060374305022",1693,779
"060374305023",1467,744
"060374305024",734,292
"060374305025",998,449
"060374305026",1529,726
"060374306001",758,278
"060374306002",1796,618
"060374306003",1881,647
"060374307011",966,315
"060374307012",2076,881
"060374307013",949,353
"060374307014",1054,386
"060374307211",845,295
"060374307212",1910,712
"060374307213",781,325
"060374307231",2070,809
"060374307232",2573,1042
"060374307241",2802,1088
"060374307242",2450,942
"060374308011",775,300
"060374308012",2650,925
"060374308013",1184,448
"060374308014",2169,791
"060374308021",924,302
"060374308022",1257,396
"060374308023",955,327
"060374308024",1112,374
"060374308031",835,307
"060374308032",1413,480
"060374308033",1388,468
"060374308034",1052,363
"060374308035",675,241
"060374309011",1746,684
"060374309012",1042,386
"060374309013",1671,683
"060374309021",3166,1235
"060374309022",1358,433
"060374309023",651,270
"060374310031",1093,409
"060374310032",2738,1207
"060374313001",870,275
"060374313002",898,335
"060374313003",843,305
"060374314001",1104,372
"060374314002",893,325
"060374314003",991,355
"060374314004",910,358
"060374315011",850,357
"060374315012",1678,606
"060374315013",1753,629
"060374315021",967,318
"060374315022",1072,378
"060374315023",1223,401
"060374315024",981,368
"060374316001",1251,431
"060374316002",1906,693
"060374316003",1016,325
"060374317011",1102,379
"060374317012",1204,404
"060374317013",1302,440
"060374317014",1069,354
"060374317015",2086,810
"060374318001",1622,566
"060374318002",2047,682
"060374318003",1577,541
"060374319001",861,293
"060374319002",1306,493
"060374319003",1485,548
"060374320011",1622,442
"060374320012",1005,305
"060374320021",1845,646
"060374320022",984,324
"060374320023",1065,379
"060374320024",1464,479
"060374321011",1353,444
"060374321012",1551,542
"060374321013",1209,435
"060374321021",1475,461
"060374321022",1216,382
"060374321023",976,328
"060374321024",772,242
"060374321025",1537,492
"060374322021",1363,384
"060374322022",1002,282
"060374322023",1847,586
"060374323001",1079,278
"060374323002",1430,410
"060374323003",1364,482
"060374324011",2129,553
"060374324012",1415,429
"060374324021",2767,757
"060374324022",1468,480
"060374324023",1805,499
"060374325011",2632,780
"060374325012",2114,634
"060374325022",1683,461
"060374326012",1872,519
"060374326013",1516,402
"060374326014",1956,524
"060374326021",1707,459
"060374326022",1557,399
"060374327003",1134,329
"060374328012",807,191
"060374328023",1851,477
"060374329011",2014,592
"060374329013",795,262
"060374329022",1782,490
"060374600021",1693,624
"060374600022",1590,622
"060374630001",846,290
"060374630002",1860,916
"060374631031",1199,395
"060374631033",1091,446
"060374631034",686,258
"060374631035",1752,684
"060374800111",2233,900
"060374800112",3005,1022
"060374800121",1218,490
"060374800122",1694,590
"060374800123",1031,341
"060374800124",974,325
"060374801011",1844,596
"060374801012",867,268
"060374801013",1396,485
"060374801024",1167,438
"060374812011",861,310
"060374812012",1714,497
"060374812013",1211,437
"060374812031",3270,1120
"060374305011",1010,421
"060374305014",1272,557
"060374600011",1609,622
"060374601011",849,332
"060374601012",1715,731
"060374601013",948,418
"060374601014",863,386
"060374601015",1471,580
"060374602001",938,379
"060374602002",952,340
"060374602003",1252,477
"060374602004",872,349
"060374602005",1547,649
"060374603011",974,394
"060374603012",1016,352
"060374603013",860,288
"060374603014",1883,713
"060374603023",1108,409
"060374603024",985,319
"060374609001",1836,517
"060374609003",1260,419
"060374610001",1262,325
"060374610002",1665,475
"060374611001",1120,409
"060374611002",1570,634
"060374611003",861,313
"060374611004",1343,419
"060374612001",966,374
"060374612002",1327,519
"060374612003",926,348
"060374612004",1336,546
"060374613002",1499,613
"060374613003",1482,616
"060374613004",2057,752
"060374615011",953,357
"060374615013",1430,517
"060374615021",1252,404
"060374615022",1904,530
"060379304001",112,54
"060374046001",1472,424
"060374048041",1880,475
"060374048043",929,236
"060374048051",1697,446
"060374048052",1009,290
"060374049011",1297,284
"060374049012",1889,471
"060374049013",2093,512
"060374049021",1970,435
"060374049022",1862,480
"060374049031",991,252
"060374049032",1751,448
"060374050011",1138,280
"060374050012",1470,351
"060374050013",1322,310
"060374050014",1831,431
"060374050021",1483,341
"060374050022",1488,353
"060374051011",2042,482
"060374051012",1368,319
"060374051013",1647,382
"060374051021",2773,834
"060374051022",2020,563
"060374052011",1599,452
"060374052012",1987,537
"060374052013",1806,489
"060374052021",1502,378
"060374052022",1767,465
"060374052023",1625,406
"060374052032",1707,415
"060374053011",2118,697
"060374053012",1496,487
"060374053022",1942,556
"060374053023",1801,579
"060374054002",1306,364
"060374054003",1409,381
"060374054004",1077,291
"060374055001",1268,341
"060374055003",1381,391
"060374300031",792,281
"060374300032",3069,1100
"060374300033",692,223
"060374300041",1037,347
"060374300042",1087,436
"060374300043",1568,622
"060374300051",1416,411
"060374300052",2419,916
"060374301011",2198,1145
"060374301012",1774,613
"060374301013",1039,293
"060374301021",1621,497
"060374301022",1258,311
"060374301023",1757,471
"060374302001",1264,487
"060374303011",998,389
"060374303013",1303,509
"060374303014",2105,855
"060374303022",1705,714
"060374303023",878,359
"060374303024",1245,611
"060374310021",1723,835
"060374310022",1523,569
"060374310041",1710,649
"060374310042",1704,764
"060374311001",1907,565
"060374311002",2018,665
"060374311003",1512,720
"060374311004",1703,700
"060374312001",1835,424
"060374312002",1455,333
"060374312003",1103,271
"060374312004",1809,565
"060374325021",1748,481
"060374326023",1240,332
"060374005011",2051,740
"060374006021",1332,432
"060374006022",1818,579
"060374006023",1667,533
"060374006031",2984,1168
"060374006032",1385,539
"060374006033",1145,333
"060374006051",1005,423
"060374006052",3376,1109
"060374006053",2780,1114
"060374008011",870,312
"060374008012",2189,779
"060374008013",1590,624
"060374008014",2390,420
"060374010011",1335,449
"060374010012",1047,356
"060374010013",669,253
"060374010021",1182,420
"060374010022",1500,677
"060374010023",1482,635
"060374011012",1607,638
"060374011013",1183,446
"060374011014",1685,672
"060374011021",1730,781
"060374011022",1247,477
"060374011023",1074,366
"060374012031",2634,865
"060374012032",2752,923
"060374036014",2257,719
"060374037021",1905,610
"060374037022",1979,727
"060374037211",1441,482
"060374037212",1814,645
"060374037213",1040,334
"060374037214",1134,344
"060374037221",2369,776
"060374037222",2140,692
"060374037223",1285,403
"060374038011",1344,380
"060374038012",2942,1048
"060374038013",2060,697
"060374038021",1845,680
"060374038022",1131,398
"060374039011",1239,366
"060374039012",1018,291
"060374039013",941,312
"060374039021",741,270
"060374039022",1980,672
"060374039023",2290,630
"060374040001",1001,246
"060374040002",991,291
"060374040003",829,215
"060374040004",1724,671
"060374041001",1340,318
"060374041002",1508,350
"060374041003",2260,692
"060374041004",1029,235
"060374042011",2255,713
"060374042012",1695,499
"060374042031",2358,517
"060374042032",1541,377
"060374043011",1608,430
"060374043012",1561,412
"060374043013",1418,407
"060374043014",873,346
"060374043021",1495,395
"060374043022",893,226
"060374044011",1150,330
"060374044012",1421,395
"060374044013",1267,341
"060374044021",1766,447
"060374044022",1126,303
"060374044023",1069,271
"060374044024",1081,302
"060374045011",1088,352
"060374045012",1632,370
"060374045031",2986,822
"060374045041",2794,810
"060374045042",2293,643
"060374054001",1066,292
"060374055002",1460,463
"060374056001",1429,490
"060374056005",1240,409
"060374057011",1123,310
"060374057012",988,372
"060374057013",1707,423
"060374057021",2634,746
"060374057022",2651,874
